profile_idx,age,region,risk_score
170,62,1,0.0571643121858062
171,28,2,0.033327209144146885
172,64,4,0.4876392265513815
173,39,3,0.529446348121977
174,40,0,0.4515769916390733
175,33,0,0.2998879456395749
176,20,3,0.18019341697966207
177,78,4,0.6347418176069384
178,63,0,0.42923062922098254
179,28,4,0.25611698417470397
180,44,0,0.2765093364478892
181,22,2,0.3938263583268784
182,69,1,0.4653318188499225
183,25,2,0.6986353774425088
184,61,4,0.6339821628055636
185,39,0,0.15130247483560122
186,41,1,0.9406466581963121
187,54,0,0.6507685372846022
188,42,2,0.2454285548186329
189,50,3,0.757037353658164
190,61,3,0.21668269378218963
191,34,0,0.19106170938758604
192,62,1,0.2155560202720721
193,79,2,0.316317482258354
194,23,3,0.9715713891438215
195,36,3,0.08984306714145363
196,23,4,0.38756122913061186
197,38,0,0.24487051534906623
198,62,0,0.28245057163477927
199,71,2,0.10569634398023309
200,54,4,0.4267343445420583
201,32,2,0.31742997892885805
202,18,4,0.8561281878674459
203,65,2,0.0010197370659925653
204,53,3,0.3350879083682442
205,26,0,0.4638287327000383
206,34,3,0.6608600523637412
207,35,0,0.9134297102812631
208,21,2,0.9069585371017277
209,60,2,0.907109728625093
210,59,4,0.03717025339632374
211,61,4,0.6807021638361632
212,33,2,0.0026504677220341444
213,65,3,0.6425257710163538
214,26,4,0.3929546995469332
215,75,0,0.7364987078110099
216,49,1,0.32790064432857613
217,40,3,0.04007821967832392
218,60,0,0.974963733660904
219,67,4,0.8001006731647976
220,75,2,0.38861444664988976
221,22,0,0.03217515222515632
222,75,3,0.2543638512990608
223,25,3,0.05931574716529253
224,41,1,0.428731805291951
225,56,1,0.20686322307709326
226,67,3,0.07083937340017332
227,25,3,0.562709555807041
228,25,2,0.18149833574761987
229,20,3,0.7178214771348593
230,23,2,0.580997392597325
231,73,2,0.4341112443847074
232,49,2,0.5159938130912833
233,34,1,0.8468979155306843
234,45,1,0.10025521350424094
235,50,3,0.856576236025231
236,56,0,0.028820967793305785
237,77,1,0.2717512284769963
238,35,0,0.27792805645634133
239,58,2,0.2220757764706448
240,30,2,0.408449982035305
241,28,1,0.11054160075961506
242,21,3,0.6200542269197805
243,25,2,0.3116732240813035
244,24,4,0.7324978387128
245,77,4,0.5587568165937282
246,39,3,0.6911576221327618
247,80,1,0.2552336591086316
248,59,3,0.3151834694787581
249,64,0,0.46145120415418783
250,66,4,0.42290656023915363
251,62,2,0.9013213427173413
252,36,0,0.1843122882049596
253,62,0,0.35556594092834126
254,59,0,0.5733277696582918
255,35,1,0.08989870242789932
256,31,3,0.7565559388769352
257,66,4,0.3549654892964974
258,38,2,0.6387793760529804
259,73,4,0.944655279456563
260,61,1,0.21627268279892442
261,53,1,0.2621844973161036
262,47,3,0.6220334300444873
263,27,0,0.6259840512124593
264,78,3,0.49296885433068116
265,80,3,0.07123961957612601
266,51,3,0.05721087777767475
267,48,4,0.5341366593957304
268,61,4,0.14609030523744793
269,20,1,0.8352487865035234
270,31,0,0.3213220498980174
271,60,3,0.85497309145098
272,44,0,0.06502399841664608
273,40,3,0.21947383841975943
274,59,1,0.05339219859275035
275,32,1,0.8128478100794001
276,80,2,0.029796639859900664
277,75,0,0.8911445259750603
278,42,3,0.17602750617119767
279,58,3,0.7966571914418051
280,44,4,0.647364852367472
281,45,0,0.8494520495109934
282,20,3,0.8244227261248359
283,38,2,0.8683800035280826
284,54,4,0.33049302620466825
285,65,0,0.6207424830607586
286,27,1,0.34464823294852154
287,24,1,0.3913488138344968
288,55,1,0.7007402885771921
289,48,3,0.17068824822276074
290,31,3,0.7533504905182911
291,66,2,0.034743566806621606
292,66,3,0.7219142381510597
293,18,0,0.2762610769134114
294,24,3,0.6340476901783143
295,47,0,0.3412831709474554
296,30,0,0.892258612359874
297,39,3,0.24847375849429965
298,31,2,0.7444940207285436
299,77,2,0.09960266065350531
300,20,3,0.7151346933690558
301,27,0,0.8577800442170639
302,23,2,0.5838958267392804
303,50,3,0.8879982599767628
304,75,2,0.25166471963787906
305,56,2,0.8732681039131782
306,28,3,0.5460748438086698
307,32,2,0.48882684984304814
308,33,4,0.9495663701975113
309,27,1,0.004554909686501296
310,76,0,0.2530733603796459
311,45,2,0.6770785184917666
312,69,3,0.47773399512259607
313,43,4,0.106130298301511
314,33,2,0.8091516797053843
315,64,3,0.5436916032210896
316,75,3,0.007181737115708242
317,29,3,0.5143994501481319
318,55,4,0.17649123563118996
319,68,1,0.9731222615803327
320,31,1,0.6839623840155433
321,74,4,0.5404058561331919
322,50,2,0.5183557886065867
323,65,1,0.5133699201905422
324,54,3,0.4974448587466749
325,77,1,0.39572397981769514
326,24,0,0.00392026767409448
327,65,4,0.37778205181241753
328,67,3,0.6668502312954899
329,42,1,0.30566038126528905
330,73,3,0.49559374376633447
331,46,3,0.5765782593751274
332,37,2,0.6315837699029779
333,24,2,0.06095962454023052
334,62,2,0.9478149205978562
335,69,3,0.26685264322571856
336,54,2,0.10211617387852046
337,39,3,0.37739941447242653
338,34,2,0.9720642295353975
339,65,3,0.8003406867515414
340,30,0,0.3176234540782432
341,59,2,0.1889192657383002
342,24,2,0.3415798928905296
343,72,2,0.0848749301355729
344,44,3,0.2575428316293036
345,51,1,0.1620173228185976
346,51,1,0.1467837924133314
347,45,4,0.8094634363071537
348,73,3,0.08548087817892114
349,65,1,0.918904685102541
350,51,4,0.1776437694912658
351,57,2,0.6714290186407637
352,65,2,0.3305629231155732
353,37,1,0.7107756596535866
354,78,1,0.7210288956762066
355,73,0,0.5344375853754658
356,48,4,0.12607946592520392
357,75,0,0.7269681455814512
358,19,0,0.5641244122489967
359,80,0,0.4946355892408413
360,49,2,0.017616332493728848
361,72,1,0.4540704687084015
362,54,2,0.31959402085211086
363,60,3,0.7489756210478067
364,70,0,0.9128060978015707
365,50,1,0.6045875308785944
366,50,4,0.6875255876281365
367,33,2,0.7557190307375136
368,27,1,0.028369557212236662
369,23,3,0.3895800502305329
370,52,4,0.030029898308418512
371,36,3,0.4488619175443621
372,26,0,0.4037718655900916
373,42,4,0.8862409400082948
374,35,3,0.7099942904486761
375,52,4,0.9376744675513888
376,51,2,0.03331668871285298
377,37,3,0.047957345398605966
378,39,0,0.5028950909516422
379,38,3,0.09496170181638885
380,48,3,0.7408382535115402
381,19,4,0.44892426222513404
382,74,4,0.20568092580502584
383,40,2,0.23533116297424284
384,36,1,0.2515622604205494
385,52,4,0.9492896810625616
386,29,2,0.07643300726652369
387,29,1,0.16681216832537715
388,21,1,0.44423443020428766
389,79,1,0.44774071850122643
390,19,4,0.42607609301891414
391,29,2,0.47930507220359153
392,45,1,0.5916833836291543
393,37,0,0.10789455099987799
394,48,2,0.6955457709467148
395,68,0,0.4998421341671391
396,80,0,0.3402068812399759
397,71,3,0.665697972813927
398,51,2,0.8301457678747591
399,65,4,0.20532494723144867
400,58,4,0.24247377844350626
401,70,4,0.5999491680855349
402,75,4,0.33388769167127996
403,77,4,0.34082288802400507
404,64,3,0.7440929379632018
405,50,4,0.627919210381143
406,30,2,0.0004316081698366725
407,30,3,0.5740545313475925
408,59,0,0.6957064293581122
409,70,1,0.6568663643579686
410,46,2,0.7975911927849344
411,59,3,0.8844238359081416
412,19,4,0.0007757830164042412
413,21,3,0.9818779813215683
414,21,0,0.7598985378768728
415,44,1,0.5590628099828613
416,37,0,0.6495659887238485
417,57,4,0.7477901546069601
418,46,3,0.8886560816259286
419,26,2,0.21894547554342958
420,48,2,0.8191019008733489
421,25,1,0.4139145160953829
422,61,4,0.05687296134774256
423,30,0,0.3445931610316707
424,80,4,0.11589258225716015
425,69,2,0.673360700656376
426,76,0,0.8440793562567861
427,66,3,0.026001547856917107
428,43,2,0.41815214518849786
429,56,3,0.026925358996157445
430,52,1,0.04965720801423523
431,41,2,0.07142417172643312
432,50,4,0.32565048524506235
433,71,0,0.29662568714714943
434,52,2,0.20684990620802435
435,56,0,0.7739818740335088
436,78,2,0.03176516778803129
437,35,3,0.08150172428324987
438,58,3,0.8262912644138505
439,65,1,0.008808599703046038
440,46,2,0.5595401148954131
441,74,1,0.39128387007118925
442,49,0,0.9484031638656202
443,58,0,0.45103310979218614
444,45,1,0.6158310787088758
445,53,1,0.05527766861038308
446,43,2,0.24942337004002313
447,18,3,0.2905007258808039
448,74,4,0.574227505211019
449,36,2,0.4761524378799288
450,75,2,0.5444980073077522
451,41,2,0.18970728367343548
452,39,3,0.381715014708781
453,77,1,0.6091433991201343
454,62,3,0.3625702922295281
455,78,3,0.19889557391656476
456,62,0,0.21370214025218182
457,21,3,0.118152471044083
458,59,3,0.5653220328769851
459,42,2,0.3275795563923014
460,46,2,0.8225625567726259
461,40,1,0.0573858213171099
462,60,2,0.06410824278034011
463,71,0,0.23064599254841156
464,24,2,0.5401775673107108
465,46,2,0.041843423878172414
466,71,0,0.584820740389399
467,69,0,0.7684160949868937
468,65,2,0.5523014151426198
469,77,4,0.12482559632725232
470,71,3,0.4091573224066579
471,42,3,0.6024547269416596
472,42,2,0.4149434448735003
473,27,4,0.5583884253652294
474,25,1,0.09876759768481236
475,36,4,0.9103911594746087
476,28,3,0.7816150300688866
477,18,4,0.7327710352106059
478,60,1,0.7466046078714605
479,43,3,0.2051685546771541
480,34,2,0.9577783057080762
481,59,4,0.36182652285247974
482,18,4,0.23295156556353536
483,78,1,0.19906471464281594
484,48,1,0.9439555486911813
485,62,0,0.206121752623307
486,67,1,0.8588647594174502
487,20,1,0.3700019854059041
488,49,2,0.8146656461230938
489,77,1,0.7223840816805392
490,34,4,0.011915388827732687
491,25,4,0.30426631583449604
492,49,2,0.018736955326423055
493,19,4,0.08310617385592989
494,21,4,0.5097077342024431
495,64,3,0.6679022848360564
496,38,0,0.6786417054908365
497,79,1,0.08554280343330789
498,25,4,0.23321290735128075
499,67,4,0.2280969415511387
500,18,3,0.7900673009934099
501,80,1,0.4657925453043483
502,66,4,0.20840842865586462
503,38,0,0.7819940919406377
504,63,4,0.3841368295491393
505,75,0,0.221555508267947
506,62,2,0.965602398981622
507,24,3,0.8015816537150176
508,39,1,0.29664326573875033
509,51,3,0.9307192729154782
510,40,3,0.9800969239119147
511,49,2,0.3309129891628606
512,42,0,0.2546197312393813
513,73,3,0.7698597298372826
514,31,1,0.3445283330783784
515,61,0,0.4324638236007218
516,75,1,0.9278946736559058
517,66,3,0.9122536687751899
518,55,0,0.31165058153675285
519,34,4,0.23519101508606888
520,37,1,0.100002218712675
521,20,0,0.6093683179082344
522,48,1,0.3442866393010987
523,34,2,0.7838173462705167
524,44,0,0.030825616286371593
525,48,0,0.060484198656286625
526,48,3,0.506707663802241
527,68,0,0.35454771262905904
528,46,0,0.5421474611283821
529,37,3,0.14360847110357633
530,72,4,0.7989904550106727
531,47,4,0.5116892220115704
532,37,2,0.016408532630723283
533,49,4,0.7920197904989051
534,28,3,0.7677803438086164
535,48,1,0.8029046272807204
536,59,3,0.20689680014245015
537,41,3,0.5481038092984033
538,77,3,0.14998643565344294
539,61,4,0.37855158490654195
540,63,4,0.9929243225856814
541,32,0,0.6512969122706083
542,69,0,0.31216786956820053
543,23,4,0.6608142063007755
544,36,3,0.4650342286142388
545,58,1,0.12426480669924911
546,62,3,0.977676483924861
547,58,2,0.47457810016873847
548,66,3,0.07666048697227035
549,75,3,0.9223110923780337
550,25,0,0.9831293422881956
551,30,4,0.9144925704423855
552,22,0,0.5132540271864502
553,78,3,0.7845791824554351
554,66,1,0.9797371881441242
555,67,0,0.7073095732079598
556,36,4,0.8321683513923402
557,36,4,0.45520738691507834
558,33,4,0.9047880671324892
559,47,3,0.6521914623450049
560,29,0,0.28849847911353177
561,77,4,0.6704508995151045
562,38,4,0.8044514378586357
563,28,3,0.3818489425330739
564,26,2,0.2650545787056472
565,57,1,0.5258494786285582
566,40,2,0.778929603440243
567,61,3,0.3773271739894708
568,39,1,0.6654416625393752
569,58,1,0.3082996667825312
570,78,2,0.7660083997478763
571,50,2,0.3587688131124077
572,37,3,0.7266054715988992
573,26,2,0.7765546176365266
574,39,2,0.9448187374604232
575,77,3,0.2594162052477472
576,59,1,0.7117426887216451
577,29,0,0.5375190085880177
578,80,3,0.4280948705089388
579,41,4,0.8431335420854826
580,62,2,0.49253850673170385
581,74,3,0.7234239178964736
582,61,4,0.32343055010833255
583,59,1,0.5622587298555994
584,25,3,0.6329259359529597
585,80,4,0.5211816920832302
586,25,2,0.6799802372762834
587,35,4,0.6788141508989203
588,26,2,0.5844078910947902
589,40,0,0.03794503548302641
590,28,2,0.23350238818769142
591,44,3,0.5689556807592441
592,22,4,0.748139013908382
593,42,2,0.8213871711034118
594,61,1,0.8329436243782257
595,59,2,0.9151889301088053
596,54,2,0.3301026832981848
597,80,4,0.7755438378478436
598,62,4,0.569015660162529
599,60,4,0.18513044471095874
600,30,2,0.11565258469759043
601,26,3,0.27111372164908
602,67,2,0.44937360587757325
603,26,1,0.4430924177072729
604,21,3,0.3001748808902588
605,70,1,0.15079683832120117
606,63,0,0.12102322222418715
607,61,1,0.1240949496659739
608,33,1,0.9235744027350508
609,50,3,0.7013437677681286
610,74,4,0.15970596058310682
611,20,1,0.4613509747371519
612,79,4,0.6468653205096372
613,18,3,0.5527026151235165
614,59,1,0.5393290603057619
615,73,1,0.7497413668996551
616,61,3,0.3138999126170233
617,18,3,0.19167408517068174
618,54,4,0.16443337888468268
619,20,2,0.4056540999853112
620,31,0,0.5140258784315471
621,64,0,0.027698768397183215
622,24,1,0.8976897981349495
623,69,0,0.1619095858594588
624,51,1,0.6865555814754697
625,64,3,0.9048302613310489
626,25,2,0.39937533624265287
627,51,4,0.4331315939219056
628,29,1,0.16781322817671473
629,55,0,0.5464016264039249
630,46,1,0.04793822176307838
631,55,2,0.03694496027122385
632,64,3,0.6586476989536065
633,49,3,0.9009445329719712
634,39,3,0.07833448532275344
635,35,0,0.7997227102488814
636,38,2,0.9200980108086732
637,40,0,0.8634807412520757
638,32,0,0.7683585274568254
639,78,1,0.6738961068322428
640,29,0,0.19558041867736353
641,57,3,0.27213295371694
642,53,0,0.42191216707654944
643,23,3,0.472432860167297
644,62,0,0.9808785839342957
645,51,0,0.5905012260201444
646,57,2,0.5809836898228767
647,20,4,0.4814932489831
648,37,0,0.6882700274413205
649,66,1,0.4593179204117578
650,72,0,0.16053641903933236
651,46,2,0.29249925532649323
652,26,1,0.9336760971756464
653,44,3,0.15225092578663157
654,21,0,0.052634093576892194
655,48,1,0.7501826803659706
656,67,3,0.5704298503118881
657,33,1,0.8348965550700104
658,35,3,0.46700518682233105
659,27,2,0.8945122217893853
660,31,2,0.8295830739654357
661,54,4,0.02448945364956756
662,75,2,0.7724943022352454
663,53,1,0.1211611053054511
664,45,3,0.8795205100744551
665,27,1,0.7280233469921698
666,68,4,0.5133370655514031
667,52,3,0.5049323649226155
668,21,2,0.5836484861566641
669,63,2,0.7848143174620662
670,44,3,0.6255513759988187
671,55,3,0.36738126694454976
672,63,2,0.7448844715330141
673,51,4,0.659972356258417
674,75,0,0.48510854554197247
675,44,0,0.24191061264270142
676,43,0,0.07291781548308007
677,29,0,0.117922646417714
678,44,3,0.42598195682408446
679,47,1,0.19345987183901747
680,26,3,0.3529970161413363
681,34,2,0.2235161666625074
682,67,0,0.7146939481185456
683,45,3,0.7000287405957635
684,25,3,0.43756364711049944
685,26,1,0.8889637161675665
686,42,2,0.834961296664813
687,71,0,0.022345765727322386
688,67,0,0.9201883328682235
689,70,3,0.6800723864412033
690,18,4,0.9713580187277633
691,37,2,0.10325334585332924
692,43,3,0.821058249804841
693,45,3,0.18816014102642242
694,62,3,0.5342386411462152
695,74,3,0.6595920489363346
696,72,4,0.2520687354655503
697,75,1,0.035719685047348126
698,64,3,0.42650986412070935
699,40,4,0.14574081728336297
700,75,3,0.8788808737878501
701,71,2,0.611473473259889
702,19,4,0.8626382713258326
703,67,0,0.5905088604110464
704,26,1,0.4574477165465731
705,28,1,0.97639944100172
706,39,3,0.36662764883868737
707,34,3,0.1535763816046105
708,28,4,0.8782325684990047
709,60,3,0.15744785248748738
710,61,3,0.0011174105609662588
711,42,0,0.44940168757735854
712,29,1,0.6462180511750998
713,33,3,0.5048810843887978
714,45,1,0.9805513131124167
715,30,3,0.9280792065307466
716,73,0,0.06343107662081515
717,55,0,0.6246904729014637
718,53,4,0.38129267821636426
719,61,4,0.7547005557446428
720,34,1,0.7529164089309622
721,38,2,0.13641800784734504
722,71,0,0.08780331263429653
723,21,0,0.6621489873604532
724,39,1,0.19453718305939816
725,69,2,0.05775732985107429
726,60,3,0.24687788023986867
727,25,2,0.5335367826656824
728,80,3,0.29893875354710475
729,24,4,0.050662087632288744
730,19,4,0.2809306643070333
731,76,0,0.3280468997483784
732,53,3,0.19324924870371207
733,36,0,0.7783284243044649
734,76,3,0.4165419718092137
735,20,4,0.7268258971997972
736,68,0,0.25544223633555985
737,24,2,0.3228812287313002
738,47,1,0.4044894258075441
739,45,1,0.9787011811088498
740,43,4,0.5420038438149258
741,39,4,0.36348248024722274
742,35,3,0.5086583502506845
743,22,1,0.350722219793434
744,37,2,0.02329972063335428
745,53,2,0.17964413744011654
746,67,3,0.07053621693056178
747,78,2,0.3526318272834531
748,54,4,0.29559714673504645
749,35,3,0.027427309606432027
750,25,1,0.09586353715633755
751,49,0,0.5619339398389249
752,20,4,0.0014280829616819535
753,32,1,0.7433568849484755
754,28,1,0.011431878851807298
755,52,2,0.3358519110945061
756,66,4,0.14930511208087804
757,76,3,0.5493340267196118
758,73,4,0.8929272171442614
759,63,2,0.21796208195703726
760,63,3,0.02335589788773995
761,51,2,0.5963497680433055
762,70,2,0.6812307945768461
763,45,1,0.6630969995995931
764,55,1,0.9467476171878074
765,64,2,0.3158690271457347
766,80,1,0.05347026772159036
767,67,2,0.07497631834242569
768,69,1,0.45678419097706124
769,38,4,0.20841712914898014
770,80,4,0.41024374591554624
771,52,0,0.7035035199480427
772,69,0,0.20496448751396112
773,57,4,0.4515883326789336
774,76,3,0.6163735949225023
775,22,1,0.3295608158754506
776,31,0,0.02531010630079955
777,39,1,0.024642701858533678
778,71,3,0.9011638128016538
779,59,3,0.43730233281178976
780,44,2,0.6639923280055843
781,60,1,0.5595989178475652
782,65,4,0.7244262405915182
783,71,1,0.7066953149547203
784,42,1,0.6674371112673788
785,54,0,0.843921434217358
786,71,3,0.6676695327460989
787,56,3,0.3410793584203353
788,54,0,0.782474441699527
789,33,3,0.3340601000494935
790,76,4,0.42208173766661117
791,78,2,0.4955270499512143
792,78,1,0.3910976565799201
793,20,4,0.04120893340578413
794,72,1,0.6409289530733571
795,65,3,0.26534734623054557
796,73,2,0.34436780706285686
797,18,3,0.7013463055264172
798,30,0,0.3637784046587301
799,27,4,0.6638793130461853
800,29,4,0.7222818205598448
801,20,0,0.16386376605683717
802,63,4,0.08689889219631675
803,18,1,0.5211343044959312
804,52,2,0.21169700330258034
805,44,3,0.7741419004651687
806,45,3,0.992494071916663
807,55,2,0.03820118993204469
808,21,3,0.5976510897493057
809,25,0,0.48768575935111447
810,34,0,0.42130286732229894
811,32,2,0.8736665732918899
812,38,0,0.16370480955714928
813,34,0,0.8726188105945221
814,63,1,0.6418724323808167
815,47,4,0.7726150012911085
816,55,0,0.34215093809839203
817,62,0,0.014216743945010046
818,71,0,0.3807232603385554
819,27,4,0.17735682456936908
820,27,0,0.5207530139683658
821,41,0,0.43684121706864554
822,71,1,0.3922037325825297
823,78,3,0.9201844979248959
824,42,3,0.14861288697786423
825,49,1,0.3309626477935206
826,71,1,0.5644229038498798
827,28,4,0.7046911416233312
828,20,4,0.06115719859740465
829,41,4,0.20466056217307094
830,23,2,0.42765001290499227
831,59,4,0.7909405887762836
832,61,1,0.014529632033217332
833,28,3,0.6149674269771401
834,58,4,0.3434353239002954
835,77,4,0.689853431399847
836,35,4,0.3447999901767146
837,73,2,0.619658496494058
838,61,2,0.6344416537733579
839,70,1,0.04542688982245702
840,54,0,0.851666252569139
841,71,0,0.8290500953892092
842,44,4,0.020107131746737616
843,69,1,0.49887914859530136
844,21,4,0.5397767173968452
845,35,0,0.11227569208664323
846,18,1,0.3790026403341834
847,42,4,0.3977854708221019
848,80,3,0.9255177125184607
849,45,1,0.1867516277561766
850,71,0,0.6221715324836806
851,57,3,0.49076194833019926
852,41,2,0.05194403800808001
853,20,2,0.7624108309672764
854,27,1,0.9451888688309178
855,44,0,0.5204485464236607
856,51,3,0.07895467836056969
857,55,3,0.4255198972860804
858,41,1,0.4983703444898634
859,27,4,0.6321219216221219
860,46,2,0.9380215234434726
861,56,1,0.5404428643361794
862,47,1,0.4817027587699012
863,19,4,0.14656865454806145
864,21,4,0.7816007601609679
865,39,0,0.2786250535705026
866,29,1,0.1220334864589917
867,71,1,0.6705638280484569
868,38,1,0.3807729664097641
869,20,2,0.8183205698430855
870,50,2,0.06366821090677566
871,32,2,0.06327834358396445
872,80,0,0.27883796683784023
873,47,0,0.2575577963575324
874,70,1,0.17120152836034064
875,25,4,0.6641160830633691
876,29,0,0.7757216033956441
877,80,0,0.06913474132763253
878,70,3,0.2560931774946982
879,54,0,0.2457850477826906
880,45,2,0.7786984257862586
881,28,3,0.9328419541453724
882,35,4,0.908645051102301
883,62,1,0.6333430266311582
884,55,0,0.3391886840369368
885,29,2,0.8848833081472346
886,54,4,0.6110244262651161
887,18,2,0.7120123354732063
888,60,3,0.35423857056405583
889,27,4,0.5685277734598944
890,32,4,0.37872699166982005
891,56,3,0.4552776591258615
892,74,3,0.7953382961550097
893,65,0,0.08395530434716525
894,49,1,0.7386395396874657
895,70,1,0.9685147818801669
896,65,1,0.16253329824549245
897,22,1,0.5309640387842884
898,46,4,0.9898929207117293
899,74,1,0.1261790993799098
900,46,3,0.6286890681828661
901,30,4,0.13125327978439838
902,47,4,0.7075272455798578
903,41,2,0.8191519860071197
904,21,3,0.832741652284761
905,42,2,0.16309102389711927
906,76,2,0.17138501235993409
907,76,3,0.8429055099891228
908,29,3,0.2624114268786555
909,73,4,0.22943129446442279
910,76,2,0.5918392933468405
911,43,4,0.6444308625117324
912,73,2,0.0022782465944780617
913,43,0,0.8987089568720101
914,28,4,0.6517480708318837
915,63,3,0.3704103877802112
916,26,2,0.8731097494167503
917,35,0,0.4034161481485342
918,42,4,0.6393746491309062
919,74,3,0.0774332322847594
920,41,2,0.3015228120013884
921,69,0,0.5556026786686954
922,64,0,0.8453044766684918
923,34,2,0.6302042062613
924,59,1,0.1699713087549629
925,23,4,0.37749013843639945
926,71,3,0.3857755311883351
927,66,3,0.9616836335984549
928,23,2,0.480609724598108
929,21,1,0.03712665934943438
930,31,3,0.26080288034820687
931,51,0,0.9341991677714457
932,32,4,0.19414916623604928
933,43,3,0.8133671124129551
934,66,1,0.6950449946840438
