profile_idx,age,region,risk_score
539,44,4,0.09439307765490523
540,72,1,0.9908078402236807
541,27,0,0.9182397705658576
542,54,1,0.9352100391128174
543,53,0,0.7494322087443164
544,62,2,0.11767363952850762
545,50,4,0.15380888423044803
546,78,3,0.01717513276262772
547,62,4,0.6619696096606111
548,70,4,0.9565956856890977
549,54,0,0.2583175848942083
550,21,4,0.7026375811425377
551,24,0,0.5984426467672153
552,52,1,0.9135936512310346
553,39,4,0.07422748452439709
554,79,4,0.653909173558729
555,60,1,0.5957160261508839
556,38,3,0.9070647223915873
557,66,4,0.21070136555051544
558,77,0,0.47031994144516975
559,37,1,0.7032133144764822
560,29,3,0.8638862236559227
561,28,0,0.19449666946952648
562,58,2,0.16405774512362759
563,22,0,0.8788484690980786
564,20,0,0.5608342536548232
565,70,2,0.414429114775559
566,78,3,0.3425094627035068
567,28,2,0.3245660565368348
568,61,2,0.8290202348970833
569,40,3,0.3820801366921548
570,42,4,0.42957191552169427
571,28,1,0.9055694307054524
572,72,3,0.06584920672453687
573,77,3,0.5632774406188814
574,45,1,0.5700418569635061
575,63,0,0.12731393905643584
576,33,0,0.45303000470810517
577,56,3,0.5946992429704585
578,65,0,0.03145045720353212
579,42,3,0.03420864084929742
580,44,2,0.5724932970625669
581,57,1,0.12007459484806426
582,44,1,0.11287436781765703
583,73,3,0.5877562055256085
584,60,0,0.0784027400709083
585,22,4,0.37667007482251424
586,24,4,0.9064729982754303
587,63,0,0.31653349610799764
588,43,4,0.45058015042455735
589,29,2,0.6817893541268011
590,50,3,0.11871689054453105
591,73,1,0.712843864765544
592,49,3,0.4281009170359741
593,21,1,0.7861668622676923
594,49,0,0.7789716780809797
595,44,2,0.6335029894276241
596,53,0,0.3619159369729372
597,79,2,0.40405437444580494
598,37,0,0.41764981604737905
599,42,1,0.5981719782917831
600,22,4,0.0032389673703772104
601,22,3,0.2560188573204283
602,47,3,0.1487622263779843
603,76,4,0.2993794319915337
604,57,3,0.6902473632472612
605,47,0,0.02428138145205916
606,78,4,0.10969335403103386
607,47,0,0.11941056648439452
608,75,4,0.4971299395440164
609,34,4,0.4002044117753226
610,38,4,0.3752418749283696
611,43,0,0.8547695773813878
612,27,0,0.3371992378109864
613,80,2,0.32382384796054176
614,54,3,0.8153168564006513
615,28,3,0.23201586325751244
616,38,2,0.5290075715307467
617,76,3,0.47465373149975776
618,38,3,0.571116572839923
619,67,2,0.10508997770748774
620,22,1,0.6834188357484801
621,62,0,0.47969550786248105
622,58,0,0.0882395505484519
623,76,1,0.38941172779239497
624,80,0,0.44471482837370657
625,46,0,0.529739706731263
626,33,2,0.617462589492412
627,51,4,0.6677446800237056
628,25,0,0.9092445317462033
629,40,1,0.6982879907462176
630,50,2,0.9087224447500152
631,57,0,0.8527545425131376
632,54,2,0.7222098458451567
633,74,3,0.5528073885298246
634,35,4,0.9907131892284332
635,72,3,0.7727030008148591
636,34,2,0.22590189748704848
637,46,3,0.0384731449651593
638,33,1,0.7530643480763659
639,45,4,0.6887055614628327
640,31,3,0.14000975292666806
641,30,4,0.9372871698122207
642,45,1,0.06725690426976683
643,19,2,0.4578752056963825
644,68,4,0.5200821814301189
645,47,2,0.3676805377711737
646,44,2,0.870982965032047
647,27,1,0.5305108903504469
648,63,4,0.287639603547468
649,35,0,0.6440605260228889
650,63,0,0.3532461495018987
651,54,3,0.485512550799313
652,45,4,0.20252913728128674
653,80,2,0.08852711739382979
654,74,4,0.13647541667160767
655,22,0,0.2241258387825572
656,30,1,0.6500778275771262
657,74,4,0.8050451487221703
658,32,3,0.016655405037867888
659,43,4,0.1223945349363087
660,30,2,0.00751949155829168
661,75,3,0.6706506054870149
662,31,0,0.8001774854228068
663,75,4,0.2895681649357351
664,56,0,0.5491438981664463
665,23,1,0.7948708214267479
666,61,4,0.8036975194989348
667,51,1,0.6755651769531386
668,41,1,0.2671080299797439
669,43,3,0.1552315129989087
670,59,0,0.3380445376722623
671,58,0,0.7882854854681487
672,25,3,0.3515010157438121
673,60,2,0.07540796194229626
674,51,0,0.7258350065812105
675,29,0,0.058864975094087724
676,29,1,0.27528601181380863
677,50,0,0.40573671893220853
678,61,0,0.06413704203785164
679,74,2,0.14387093686484664
680,45,1,0.25943521577301587
681,79,2,0.18099072584013642
682,27,3,0.9547134816364741
683,50,2,0.6348966694652525
684,48,2,0.517787389882838
685,70,2,0.13225525179771158
686,40,1,0.3413931521659025
687,31,4,0.010328187111814047
688,50,2,0.977577613400407
689,50,2,0.412908998938454
690,79,0,0.5646806915389849
691,20,3,0.7127876095796674
692,79,4,0.9703392981827904
693,60,3,0.46912695459061227
694,43,1,0.22127553761888274
695,23,2,0.7706138504211868
696,19,0,0.37083464836925784
697,37,4,0.19705489004124233
698,51,4,0.023203162365436514
699,55,4,0.004949361403137731
700,54,2,0.12889066889666356
701,59,3,0.8499060312602853
702,49,0,0.300361201283716
703,55,3,0.7923099922907652
704,34,3,0.2705703344384409
705,64,0,0.5728261043867195
706,79,4,0.687278742731758
707,71,2,0.043459852509163954
708,72,1,0.06195160310062986
709,51,2,0.6588741476131789
710,44,2,0.05561339905386764
711,80,4,0.5968727200606946
712,65,0,0.17212271702177484
713,25,1,0.8597005521906289
714,49,2,0.4278123478014223
715,20,1,0.8610385734043198
716,69,2,0.9295544749415763
717,48,2,0.615719042994832
718,31,0,0.8392093013943613
719,75,2,0.6500718789425032
720,40,2,0.6212919618124296
721,18,2,0.5120731425429117
722,67,3,0.562328326677721
723,35,1,0.9412368103113219
724,55,3,0.7281926999832845
725,20,0,0.7957134115609918
726,18,2,0.21751801856399233
727,25,1,0.0037326991074312366
728,42,0,0.7383450792836612
729,70,0,0.5780494929830726
730,80,2,0.5211915622115213
731,35,3,0.21879548349224154
732,56,0,0.03941927923182109
733,57,1,0.7699508944131439
734,25,4,0.6370925471611008
735,57,4,0.527347398477325
736,33,4,0.6664411330525326
737,26,3,0.4978454182583102
738,54,2,0.4622677613627253
739,19,0,0.1871062402024618
740,30,2,0.4326861083292348
741,51,0,0.8625084686202961
742,45,1,0.0716907610783164
743,80,3,0.032682113169618554
744,58,3,0.18394944277891545
745,80,2,0.017744628384021577
746,52,1,0.9240241939952535
747,23,2,0.302125291366413
748,59,1,0.9034319681231825
749,62,2,0.8791402212428485
750,76,4,0.1360488604717346
751,70,2,0.2254963008749945
752,51,0,0.49124825424593443
753,79,0,0.6222054570050469
754,50,1,0.4205061194314693
755,53,2,0.3286191721420596
756,53,4,0.36871864036642343
757,22,3,0.8211498563407664
758,35,3,0.2572392178209125
759,41,1,0.48793406467494993
760,63,0,0.8882465453210681
761,36,4,0.4118492671922025
762,66,1,0.43325163776848885
763,60,3,0.20089095205540586
764,75,3,0.5270072974086075
765,79,4,0.5897792091568462
766,37,0,0.7163098134033313
767,29,4,0.826955029856596
768,73,1,0.34193867101204634
769,62,2,0.6569708396506161
770,19,3,0.023022825568737137
771,34,1,0.30308561010722246
772,63,4,0.38705425857686937
773,41,3,0.5092810342414027
774,59,3,0.5963089257566091
775,65,3,0.576997833836371
776,49,1,0.20998217596454927
777,79,1,0.23280246125082127
778,19,3,0.046240196546730616
779,80,3,0.5199517608355266
780,53,4,0.17096706578026966
781,36,3,0.3471267741156012
782,18,2,0.6775493473757115
783,41,1,0.5968222871850167
784,21,3,0.4652162090914209
785,76,4,0.5276449151217428
786,80,2,0.5240354163791611
787,42,2,0.09685936892539604
788,29,3,0.9163869565863619
789,73,3,0.04104566630418338
790,30,1,0.7094093958399766
791,49,1,0.36382802408530235
792,71,1,0.945515285341352
793,80,0,0.5572328548479115
794,42,2,0.4376602569590371
795,53,3,0.5419833979277715
796,76,0,0.7066565921648857
797,45,2,0.5049932088927322
798,34,3,0.6971196229894684
799,79,3,0.6130090891866677
800,25,3,0.03814220877028651
801,44,1,0.5092598411009439
802,41,2,0.9513859079279519
803,49,2,0.40386270261909285
804,42,0,0.21527959113631268
805,71,3,0.4301322600896643
806,31,2,0.9084355961414561
807,40,4,0.8471261551585498
808,47,3,0.5125830708143416
809,38,1,0.24944844399977983
810,40,3,0.088871382800497
811,51,1,0.22513661424265807
812,70,3,0.19550629921235063
813,38,4,0.9861390806895457
814,59,0,0.6757074485685982
815,78,2,0.7876193652509987
816,32,3,0.13025349929521557
817,35,2,0.14898224475112798
818,39,0,0.7222189933966742
819,56,2,0.31485331242442127
820,45,4,0.01506460105255858
821,31,3,0.957041626716915
822,47,0,0.16722174058188433
823,70,1,0.40277683051205215
824,50,3,0.9340171075864137
825,40,3,0.7434488714048818
826,31,4,0.6821438256863293
827,42,4,0.3666197685750776
828,49,4,0.655741669369776
829,25,3,0.4830030921233016
830,74,2,0.8931373956218702
831,63,0,0.1781400549038401
832,55,2,0.4107836237326833
833,69,2,0.05773420732887813
834,54,4,0.513271011587637
835,54,2,0.8013794973511983
836,30,4,0.05299321540005708
837,51,4,0.6812394725859089
838,79,1,0.927282735976412
839,66,4,0.03451795621641296
840,40,0,0.054166170464775676
841,80,4,0.3382594666655211
842,25,0,0.7525447742845365
843,56,2,0.9390608743975356
844,50,2,0.6441445551173306
845,40,2,0.3910330075124001
846,77,1,0.5767065215168343
847,61,4,0.2661231166579451
848,56,0,0.8091364886186426
849,30,3,0.9812102150129535
850,54,0,0.0686126426492839
851,77,2,0.6125665221541654
852,66,2,0.5684693133403776
853,28,1,0.31476465908781026
854,49,3,0.8145891354675355
855,19,1,0.33615994000585325
856,44,3,0.0864015506798641
857,38,0,0.1984964426013175
858,55,2,0.8238250700491285
859,78,4,0.7940963136079708
860,36,0,0.19581919157448768
861,23,3,0.8857921648080049
862,71,0,0.020074696985318163
863,48,1,0.6427304086873333
864,30,1,0.23583706572100782
865,64,2,0.05588847813161346
866,39,4,0.3991400737343537
867,30,1,0.4343430948218393
868,60,4,0.14470516194241212
869,30,1,0.9652117642761936
870,46,1,0.19668917180926881
871,77,2,0.5007057510530181
872,50,2,0.4131412061356905
873,54,1,0.6939402355879692
874,28,3,0.33876093305017085
875,74,3,0.3769467373286498
876,76,0,0.836900200947919
877,50,4,0.8690404106660271
878,30,2,0.22048953494755963
879,44,4,0.012036891342878553
880,64,0,0.23334456294516814
881,55,3,0.9319526437260471
882,54,1,0.5658634543962203
883,49,3,0.8275929986951233
884,41,3,0.5546606542358735
885,60,0,0.9313794941099073
886,77,2,0.7692018377948697
887,31,0,0.5189544871393383
888,21,4,0.7480460782786776
889,48,4,0.1350550026752395
890,50,0,0.6776737447132175
891,19,1,0.30250015085094306
892,72,2,0.5442710789674289
893,52,3,0.31519446582901267
894,39,3,0.471921001423493
895,21,2,0.5880055516807104
896,39,3,0.19226058602823115
897,61,3,0.3284925082237632
898,27,4,0.465994018926541
899,50,3,0.941489197483644
900,66,1,0.6244454218204403
901,50,4,0.4342419543062759
902,77,2,0.3488346740006768
903,39,0,0.3415651585896593
904,59,0,0.2638869346865972
905,41,0,0.21745910051255168
906,52,3,0.27168582991874346
907,38,2,0.49808045383935384
908,28,1,0.46872217586349074
909,59,0,0.891434297506908
910,60,4,0.855433325381419
911,79,3,0.15843787990095193
912,56,3,0.37215368460660625
913,55,2,0.8797126115992632
914,70,2,0.9397142886336635
915,43,3,0.42266475184302676
916,45,4,0.5081345179171731
917,38,2,0.8060797311632014
918,54,3,0.8337878406804821
919,46,3,0.12658968475347698
920,61,4,0.5411180384586255
921,77,4,0.20248293154609276
922,65,2,0.6803626488425857
923,64,1,0.47498982510767773
924,53,0,0.3401456933169231
925,72,4,0.5845962780742322
926,32,2,0.9719390945897903
927,80,0,0.8676706487234425
928,76,4,0.851898505986814
929,67,2,0.9804445877987712
930,63,2,0.6735498769889818
931,55,3,0.7640863397438146
932,26,2,0.08553487574239416
933,24,2,0.751628158216714
934,31,1,0.2104909366276887
